rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,artist_genres,album_name,artist_type
15,spotify:track:7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,17,56,135381,Tuna,"['israeli hip hop', 'israeli pop']",סהרה (Live),Israeli
16,spotify:track:1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,14,82,133974,Tuna,"['israeli hip hop', 'israeli pop']",מזרח פרוע,Israeli
17,spotify:track:16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,21,17,132731,Eden Hason,['israeli mediterranean'],אז מה עכשיו,Israeli
18,spotify:track:4E5fqKktoOAT3shxlolPBm,Odeya,אינטלקטוערסית,Helicon Aroma Music Ltd.,18,23,4,130366,אודיה,['israeli pop'],אינטלקטוערסית,Israeli
19,spotify:track:6OXv4CrNp3DFRj6Cu1GojJ,Eyal Golan,מתי את חוזרת,Liam Productions under exclusive license to D-Music,6,16,16,128684,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",2023,Israeli
20,spotify:track:3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,19,38,126003,Gal Adam,['israeli mediterranean'],משוגעת,Israeli
21,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,22,60,123767,Eden Hason,['israeli mediterranean'],עושה לי צרות,Israeli
22,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,18,52,123001,Benaia Barabi,['israeli mediterranean'],קרן שמש,Israeli
23,spotify:track:2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Sprinter,Neighbourhood / Live Yours,23,30,6,122541,Dave,['uk hip hop'],Sprinter,International
24,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Tattoo,Universal Music AB,2,20,12,116730,Loreen,['europop'],Tattoo,International
25,spotify:track:6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,25,28,6,114130,Jasmin Moallem,['israeli pop'],אין עולם,Israeli
26,spotify:track:5I0WaR0LpN4Kn1zwbvd145,"E-Z, Noa Kirel",גושפנקא,Unicell,15,24,30,113185,E-Z,['israeli hip hop'],אייקון,Israeli
27,spotify:track:6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,15,27,9,112607,Hanan Ben Ari,['israeli pop'],יש כאן יותר מזה,Israeli
28,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,25,26,107974,Miley Cyrus,['pop'],Endless Summer Vacation,International
29,spotify:track:4PcdcSDUImHuVjoCezSYuC,"LIAD MEIR, רון חיון",פלואו של טמבל 2,2023 Duda By PIL LTD,16,26,14,105253,ליעד מאיר,['israeli hip hop'],פלואו של טמבל,Israeli
30,spotify:track:6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,24,34,22,102030,Osher Cohen,['israeli mediterranean'],אושר,Israeli
31,spotify:track:1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,2,29,24,101666,Avi Aburomi,['israeli pop'],אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),Israeli
32,spotify:track:6W6ssWo1mqA9bLTo47Alsz,"Jasmin Moallem, Mergui",צונאמי,Helicon Music,12,31,6,101008,Jasmin Moallem,['israeli pop'],אין עולם,Israeli
33,spotify:track:2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,8,33,32,96942,Peer Tasi,['israeli mediterranean'],רדיו שטח,Israeli
34,spotify:track:7Jeh9SPQdyULPmdIqTNo3y,"Tuna, Margalit Tzan'ani",כנפיים - Live,NaNa Disc,25,35,25,95710,Tuna,"['israeli hip hop', 'israeli pop']",כנפיים (Live),Israeli
35,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,39,62,94774,Full Trunk,['israeli rock'],ממותה,Israeli
36,spotify:track:5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,6,37,21,93791,Yonatan Kalimi,['israeli pop'],מי את היום בלעדיי,Israeli
37,spotify:track:1huEeoVeYDxX6XEF640FfM,Omer Adam,DXB to TLV,P.A.I LTD,15,32,6,93406,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סוף העולם,Israeli
38,spotify:track:58m9mqwBLliFpIFSYzprSn,Eyal Golan,עטלף עיוור,Liam Productions under exclusive license to D-Music,38,54,2,91762,Eyal Golan,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",עטלף עיוור,Israeli
39,spotify:track:50uspwzqbMxkpyHzMLwUVy,Static,לירז,Mobile1 Music,4,48,21,91491,Static,[],לירז,Israeli
40,spotify:track:4py8ddBPFRTYqL3vbh2FXq,"Static, Agam Buhbut",טרנטולה,Mobile1 Music,23,42,20,90892,Static,[],לירז,Israeli
41,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,41,46,88204,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",I'm Good (Blue),International
42,spotify:track:4f15d7Qc81qw4LKMAQhfYz,Omer Adam,יצאה שבת,P.A.I LTD,22,36,6,87280,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סוף העולם,Israeli
43,spotify:track:4C7cg72gU51s1IT4wh7Vp9,Omer Adam,קומה 58,P.A.I LTD,43,47,6,86311,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סוף העולם,Israeli
44,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,15,59,84,86310,Jasmin Moallem,['israeli pop'],יחפים,Israeli
45,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,"Miserable Music Group, LLC",18,50,13,85675,David Kushner,"['gen z singer-songwriter', 'singer-songwriter pop']",Daylight,International
46,spotify:track:5qbezFG8xCtoyUfOcjHUXv,Omer Adam,אני,P.A.I LTD,1,51,30,85185,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סוף העולם,Israeli
47,spotify:track:5edYMsNo852Zw29Qni9p8t,Noam Bettan,בובה,Zaav Music / Noam Bettan under exclusive license to D-Music,15,40,27,84802,Noam Bettan,['israeli pop'],מעל המים,Israeli
48,spotify:track:2PpTUW96jjJYr8ib8RUnUu,Tuna,י'א 2,Anana Ltd.,21,49,149,83850,Tuna,"['israeli hip hop', 'israeli pop']",טונהפארק,Israeli
49,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,56,67,83698,Harry Styles,['pop'],Harry's House,International
50,spotify:track:3Q6d64XJr20cHQtRd07YGj,"Omer Adam, David Broza",סיגליות,P.A.I LTD,38,58,6,83215,Omer Adam,"['israeli mediterranean', 'israeli pop', 'mizrahi']",סוף העולם,Israeli
